00005,1995,2016
00006,1997,2019
10821,1998,2008
05194,1998,2008
10820,1998,2008
13469E,1999,2021
14593A,1999,2021
14593,1999,2021
14593B,1999,2021
15928,1999,2021
13469W,1999,2021
13279,1999,2021
03236E,2000,2009
03236W,2000,2009
01554,2000,2013
01555,2000,2013
11128,2002,2009
01637,2002,2012
03228,2003,2015
03226,2003,2015
10967,2003,2008
01538C,2004,2012
16220,2004,2013
13752N,2004,2013
17229,2004,2013
13752S,2004,2013
08736,2004,2013
01539J,2004,2013
14170B1,2004,2008
14170B3,2004,2008
14170C1,2004,2008
14170D1,2004,2008
06799,2004,2010
00524,2004,2008
05228,2004,2009
13230,2004,2008
03737,2005,2008
10815BB,2005,2021
10815DB,2005,2021
10815DC,2005,2021
01538C,2005,2009
11085,2005,2010
14240FB,2005,2010
00555,2005,2008
00542,2005,2008
02295,2005,2008
02271,2005,2008
00585,2005,2008
02269,2005,2008
00571,2005,2008
00565,2005,2008
00551,2005,2008
02330,2005,2008
00495,2005,2008
13763,2005,2008
04645,2005,2008
04741,2005,2008
04211,2005,2008
00572,2005,2008
04691,2005,2008
04739,2005,2008
05313,2005,2008
08023,2005,2008
04174,2005,2008
13781,2005,2008
08007,2005,2008
13451,2005,2009
11834,2005,2008
07858,2005,2010
01538C,2005,2008
14068,2005,2009
07318,2005,2009
13628,2005,2010
13209,2006,2009
14882A,2006,2008
14882D,2006,2008
14882B,2006,2008
14423N,2006,2008
14882C,2006,2008
14423S,2006,2008
11802,2006,2008
01538C,2006,2008
01538C,2006,2014
13711,2006,2014
00925E,2006,2014
00925,2006,2014
11739,2006,2012
11836,2006,2008
00551,2006,2008
05328,2006,2008
04211,2006,2009
08021,2006,2009
08007,2006,2009
07805W,2006,2008
07805E,2006,2008
14204,2006,2008
14205,2006,2008
14265,2006,2008
00104,2006,2008
01538C,2006,2008
16349,2006,2010
14146,2006,2013
14146,2006,2009
02746,2006,2008
08668,2006,2015
09731,2006,2008
07220,2006,2008
03095,2006,2008
05181,2006,2014
13547,2006,2010
09848N,2006,2009
03075,2006,2010
10853,2006,2010
04300,2006,2008
09844S,2006,2008
11612,2006,2018
13533E,2006,2010
13533W,2006,2010
06767,2006,2019
11634,2006,2009
07340,2006,2008
00166,2006,2009
00251,2006,2008
15708,2007,2008
15524,2007,2011
14059,2007,2008
14170B4,2007,2008
14170B6,2007,2008
06155,2007,2014
13643,2007,2009
03810O,2007,2008
14115K,2007,2008
13235B,2007,2008
13235A,2007,2008
09707W,2007,2008
09707E,2007,2008
09706,2007,2008
14115I,2007,2008
03810N,2007,2008
03810M,2007,2008
03810E,2007,2008
13235D,2007,2008
09702,2007,2008
13235G,2007,2008
13235H,2007,2008
13543,2007,2008
14115B,2007,2008
14115C,2007,2008
14115D,2007,2008
14115E,2007,2008
14115F,2007,2008
14115A,2007,2008
14115H,2007,2008
14870JF,2007,2008
14115J,2007,2008
13235C,2007,2008
14115G,2007,2008
14870JD,2007,2008
14240AH,2007,2008
14240AB,2007,2008
14240AK,2007,2008
14240AJ,2007,2008
14870JQ,2007,2008
14240AG,2007,2008
14240AF,2007,2008
14240AE,2007,2008
14870JH,2007,2008
14240AC,2007,2008
13235E,2007,2008
14240AA,2007,2008
14240AD,2007,2008
14870JN,2007,2008
14870JB,2007,2008
14240AL,2007,2008
14870JP,2007,2008
14240AM,2007,2008
14870JM,2007,2008
14870JG,2007,2008
14870JE,2007,2008
14115L,2007,2008
14870JC,2007,2008
14870JA,2007,2008
14240CC,2007,2008
13235I,2007,2008
16461,2007,2010
03177,2007,2008
00010,2007,2008
12235,2007,2008
02111,2007,2008
00974,2007,2009
02476,2007,2008
03744,2007,2008
15013,2007,2008
14865,2007,2010
14988,2007,2008
03810J,2007,2012
03810R,2007,2012
03810Q,2007,2012
03810C,2007,2012
03810D,2007,2012
03810I,2007,2012
03810S,2007,2012
10038L,2007,2012
10038G,2007,2012
03810A,2007,2012
10038M,2007,2012
10038N,2007,2012
03810P,2007,2012
01538AA,2007,2008
01538C,2007,2009
01538C,2007,2009
03083,2007,2008
07905,2007,2011
02432,2007,2008
06709,2007,2008
09683,2007,2018
09694,2007,2018
07703,2007,2008
12234,2007,2008
02613,2007,2009
02423,2007,2008
14796S,2007,2008
14766S,2007,2008
14315S,2007,2008
06073,2007,2008
06084,2007,2008
06123B,2007,2008
14315N,2007,2008
14759N,2007,2008
14759S,2007,2008
14994N,2007,2008
14796N,2007,2008
14994S,2007,2008
06162,2007,2008
14995,2007,2008
14996,2007,2008
15124N,2007,2008
15124S,2007,2008
15126S,2007,2008
14766N,2007,2008
09856S,2007,2011
09869S,2007,2011
15094,2007,2011
06338,2007,2009
08035,2007,2008
13231,2007,2012
05158S,2007,2009
01080S,2007,2010
11651,2007,2013
02489,2007,2008
13843,2007,2008
13844,2007,2008
13827,2007,2008
07413,2007,2008
01548,2007,2008
03926,2007,2008
04354,2007,2008
01634,2007,2008
01818,2007,2009
13334W,2007,2009
13334E,2007,2009
09856N,2007,2009
09868,2007,2009
04852,2007,2009
06235,2007,2009
06253,2007,2009
09832N,2007,2009
09832S,2007,2009
13479,2007,2009
13555E,2007,2009
13555W,2007,2009
00614,2007,2009
14273,2007,2009
13945,2007,2009
13683,2007,2009
01530,2007,2009
07840,2007,2009
07319A,2007,2009
10972,2007,2008
14941,2007,2008
13566,2007,2008
07218,2007,2008
07224,2007,2008
01916,2007,2008
02575,2007,2008
02562,2007,2008
01393,2007,2008
02604,2007,2008
06339,2007,2008
07055,2007,2008
07057,2007,2008
07959,2007,2008
01940,2007,2008
15253N,2007,2008
14444,2007,2008
14420,2007,2008
13372,2007,2008
13276,2007,2008
11453,2007,2008
09871,2007,2008
15256A,2007,2008
01538C,2007,2008
07622,2007,2009
12401,2007,2009
03810M,2007,2008
03810N,2007,2008
03810K,2007,2008
03810E,2007,2008
03810O,2007,2008
03810L,2007,2008
12690,2007,2008
13697,2007,2008
13698,2007,2008
13736,2007,2008
04739,2007,2008
13421,2007,2008
13418,2007,2008
14319,2007,2008
01898,2007,2009
09141,2007,2009
16200,2007,2008
12994,2007,2008
16204,2007,2008
16209,2007,2008
03858,2007,2009
00392,2007,2009
03250,2007,2009
02044,2007,2009
03329,2007,2009
03335,2007,2009
03578,2007,2009
07690,2007,2009
03636,2007,2009
00326,2007,2009
13923,2007,2009
07610,2007,2009
04996,2007,2009
04997,2007,2009
13496,2007,2009
07745,2007,2009
00406,2007,2009
07735,2007,2009
07650,2007,2009
14662,2007,2009
14978W,2007,2008
03587,2007,2008
03285,2007,2008
03287,2007,2008
03578,2007,2008
03284,2007,2008
04980,2007,2008
03278,2007,2008
05056,2007,2008
03307,2007,2008
03282,2007,2008
09741,2007,2008
09798,2007,2008
09761W,2007,2008
09745,2007,2008
15384,2007,2008
15744,2007,2008
09761E,2007,2008
14978E,2007,2008
14778,2007,2008
14777,2007,2008
14668,2007,2008
13751,2007,2008
13496,2007,2008
03283,2007,2008
01427,2007,2008
01477,2007,2008
09817,2007,2008
09818,2007,2008
16228,2007,2008
16216,2007,2008
16214,2007,2008
00925,2007,2009
12691,2007,2008
12679,2007,2008
12687,2007,2008
07478,2007,2008
12544,2007,2008
09881W,2007,2008
09882W,2007,2008
01894,2007,2008
01913A,2007,2008
08802,2007,2008
09881E,2007,2008
09882E,2007,2008
